0.644542,0.367008,0,1.0,0.0,0.0
0.194555,0.546738,2,0.0,0.0,1.0
0.093405,0.273556,2,0.0,0.0,1.0
0.623279,0.365511,0,1.0,0.0,0.0
0.772695,0.726839,1,0.0,1.0,0.0
0.864151,0.690225,1,0.0,1.0,0.0
0.827286,0.727939,1,0.0,1.0,0.0
0.824905,0.598496,1,0.0,1.0,0.0
0.714527,0.825915,1,0.0,1.0,0.0
0.686727,0.344766,0,1.0,0.0,0.0
0.576846,0.418983,0,1.0,0.0,0.0
0.600221,0.406938,0,1.0,0.0,0.0
0.164912,0.498986,2,0.0,0.0,1.0
0.830964,0.685961,1,0.0,1.0,0.0
0.063978,0.296626,2,0.0,0.0,1.0
0.632999,0.258236,0,1.0,0.0,0.0
0.760941,0.531480,1,0.0,1.0,0.0
0.545071,0.267128,0,1.0,0.0,0.0
0.671709,0.174887,0,1.0,0.0,0.0
0.195270,0.435284,2,0.0,0.0,1.0
0.612138,0.369199,0,1.0,0.0,0.0
0.114894,0.573316,2,0.0,0.0,1.0
0.125987,0.288847,2,0.0,0.0,1.0
0.503009,0.260702,0,1.0,0.0,0.0
0.745989,0.094149,0,1.0,0.0,0.0
0.842905,0.572063,1,0.0,1.0,0.0
0.845789,0.740095,1,0.0,1.0,0.0
0.558504,0.172857,0,1.0,0.0,0.0
0.898019,0.691760,1,0.0,1.0,0.0
0.177516,0.455396,2,0.0,0.0,1.0
0.821585,0.661467,1,0.0,1.0,0.0
0.643490,0.234433,0,1.0,0.0,0.0
0.885089,0.663412,1,0.0,1.0,0.0
0.570106,0.343362,0,1.0,0.0,0.0
0.868485,0.828845,1,0.0,1.0,0.0
0.633448,0.210157,0,1.0,0.0,0.0
0.839457,0.562720,1,0.0,1.0,0.0
0.717697,0.534594,1,0.0,1.0,0.0
0.106111,0.467862,2,0.0,0.0,1.0
0.642997,0.208609,0,1.0,0.0,0.0
0.177537,0.334711,2,0.0,0.0,1.0
0.085764,0.252940,2,0.0,0.0,1.0
0.634964,0.269066,0,1.0,0.0,0.0
0.165908,0.432614,2,0.0,0.0,1.0
0.494857,0.244248,0,1.0,0.0,0.0
0.659632,0.331130,0,1.0,0.0,0.0
0.764951,0.751356,1,0.0,1.0,0.0
0.093807,0.400768,2,0.0,0.0,1.0
0.875230,0.587694,1,0.0,1.0,0.0
0.872892,0.461698,1,0.0,1.0,0.0
0.160797,0.345705,2,0.0,0.0,1.0
0.834487,0.757869,1,0.0,1.0,0.0
0.787974,0.770582,1,0.0,1.0,0.0
0.872245,0.791401,1,0.0,1.0,0.0
0.152392,0.368012,2,0.0,0.0,1.0
0.166748,0.432598,2,0.0,0.0,1.0
0.637115,0.165643,0,1.0,0.0,0.0
0.783682,0.551554,1,0.0,1.0,0.0
0.852186,0.839795,1,0.0,1.0,0.0
0.615546,0.301831,0,1.0,0.0,0.0
0.230583,0.481447,2,0.0,0.0,1.0
0.616070,0.284614,0,1.0,0.0,0.0
0.861862,0.769674,1,0.0,1.0,0.0
0.559170,0.314319,0,1.0,0.0,0.0
0.108354,0.461773,2,0.0,0.0,1.0
0.879475,0.773678,1,0.0,1.0,0.0
