0.63007,0.246669,1.0,0.0,0.0
0.79453,0.737165,0.0,1.0,0.0
0.861939,0.615702,0.0,1.0,0.0
0.856198,0.795665,0.0,1.0,0.0
0.304222,0.430611,0.0,0.0,1.0
0.254744,0.45093,0.0,0.0,1.0
0.857997,0.845503,0.0,1.0,0.0
0.858267,0.62468,0.0,1.0,0.0
0.261546,0.351522,0.0,0.0,1.0
0.282441,0.390382,0.0,0.0,1.0
0.789877,0.704194,0.0,1.0,0.0
0.167429,0.516828,0.0,0.0,1.0
0.95079,0.660374,0.0,1.0,0.0
0.807917,0.641515,0.0,1.0,0.0
0.656775,0.30531,1.0,0.0,0.0
0.521388,0.083305,1.0,0.0,0.0
0.742272,0.711751,0.0,1.0,0.0
0.963602,0.698824,0.0,1.0,0.0
0.818146,0.67649,0.0,1.0,0.0
0.782912,0.717369,0.0,1.0,0.0
0.597164,0.303185,1.0,0.0,0.0
0.547166,0.26816,1.0,0.0,0.0
0.685155,0.605538,0.0,1.0,0.0
0.812368,0.828437,0.0,1.0,0.0
0.882924,0.735814,0.0,1.0,0.0
0.791745,0.773823,0.0,1.0,0.0
0.724565,0.701451,0.0,1.0,0.0
0.198662,0.357021,0.0,0.0,1.0
0.13188,0.284141,0.0,0.0,1.0
0.092345,0.301565,0.0,0.0,1.0
0.917865,0.481804,0.0,1.0,0.0
0.150087,0.394985,0.0,0.0,1.0
0.756849,0.520808,0.0,1.0,0.0
0.824167,0.677381,0.0,1.0,0.0
0.526354,0.124496,1.0,0.0,0.0
0.168936,0.209044,0.0,0.0,1.0
0.125844,0.281345,0.0,0.0,1.0
0.241751,0.396296,0.0,0.0,1.0
0.776865,0.608322,0.0,1.0,0.0
0.591258,0.359378,1.0,0.0,0.0
0.921906,0.736445,0.0,1.0,0.0
0.510872,0.321773,1.0,0.0,0.0
0.803473,0.750453,0.0,1.0,0.0
0.112905,0.233292,0.0,0.0,1.0
0.593675,0.368613,1.0,0.0,0.0
0.629354,0.239691,1.0,0.0,0.0
0.147937,0.360449,0.0,0.0,1.0
0.542471,0.252239,1.0,0.0,0.0
0.88387,0.792422,0.0,1.0,0.0
0.829871,0.649327,0.0,1.0,0.0
0.576611,0.099929,1.0,0.0,0.0
0.239979,0.444504,0.0,0.0,1.0
0.531503,0.210072,1.0,0.0,0.0
0.33285,0.411421,0.0,0.0,1.0
0.577382,0.335211,1.0,0.0,0.0
0.835594,0.74263,0.0,1.0,0.0
0.813351,0.796476,0.0,1.0,0.0
0.577083,0.316789,1.0,0.0,0.0
0.739204,0.643961,0.0,1.0,0.0
0.605002,0.347027,1.0,0.0,0.0
0.067495,0.423469,0.0,0.0,1.0
0.79022,0.683764,0.0,1.0,0.0
0.624773,0.13738,1.0,0.0,0.0
0.195207,0.368073,0.0,0.0,1.0
0.795614,0.732891,0.0,1.0,0.0
0.576722,0.230708,1.0,0.0,0.0
0.926569,0.573939,0.0,1.0,0.0
0.877363,0.69715,0.0,1.0,0.0
0.764259,0.591399,0.0,1.0,0.0
0.242475,0.388611,0.0,0.0,1.0
0.200764,0.427387,0.0,0.0,1.0
0.550714,0.423906,1.0,0.0,0.0
0.101638,0.554518,0.0,0.0,1.0
0.837543,0.728491,0.0,1.0,0.0
0.735511,0.671435,0.0,1.0,0.0
0.058504,0.227603,0.0,0.0,1.0
0.878318,0.681113,0.0,1.0,0.0
0.586006,0.218263,1.0,0.0,0.0
0.127447,0.466968,0.0,0.0,1.0
0.258375,0.245396,0.0,0.0,1.0
0.074216,0.314538,0.0,0.0,1.0
0.151762,0.464687,0.0,0.0,1.0
0.194207,0.430724,0.0,0.0,1.0
0.184961,0.552959,0.0,0.0,1.0
0.27243,0.439953,0.0,0.0,1.0
0.679156,0.204615,1.0,0.0,0.0
0.527869,0.193167,1.0,0.0,0.0
0.478475,0.193613,1.0,0.0,0.0
0.187742,0.516694,0.0,0.0,1.0
0.09733,0.458642,0.0,0.0,1.0
0.147909,0.31445,0.0,0.0,1.0
0.487853,0.302404,1.0,0.0,0.0
0.751065,0.760092,0.0,1.0,0.0
0.119485,0.409525,0.0,0.0,1.0
0.22648,0.262341,0.0,0.0,1.0
0.61913,0.266694,1.0,0.0,0.0
0.600657,0.153511,1.0,0.0,0.0
0.781983,0.690889,0.0,1.0,0.0
0.603293,0.170859,1.0,0.0,0.0
0.162567,0.415621,0.0,0.0,1.0
0.838441,0.690643,0.0,1.0,0.0
0.813551,0.611013,0.0,1.0,0.0
0.307002,0.583047,0.0,0.0,1.0
0.830784,0.611247,0.0,1.0,0.0
0.195317,0.215346,0.0,0.0,1.0
0.811046,0.564363,0.0,1.0,0.0
0.668045,0.336896,1.0,0.0,0.0
0.256368,0.301091,0.0,0.0,1.0
0.230211,0.501017,0.0,0.0,1.0
0.189413,0.165669,0.0,0.0,1.0
0.093433,0.27281,0.0,0.0,1.0
0.178262,0.379096,0.0,0.0,1.0
0.52206,0.149137,1.0,0.0,0.0
0.579415,0.371926,1.0,0.0,0.0
0.197215,0.194163,0.0,0.0,1.0
0.500231,0.337197,1.0,0.0,0.0
0.944785,0.728136,0.0,1.0,0.0
0.820761,0.742587,0.0,1.0,0.0
0.177516,0.455396,0.0,0.0,1.0
0.848583,0.725806,0.0,1.0,0.0
0.744878,0.701991,0.0,1.0,0.0
0.571383,0.228078,1.0,0.0,0.0
0.836712,0.72043,0.0,1.0,0.0
0.782846,0.848226,0.0,1.0,0.0
0.611226,0.238604,1.0,0.0,0.0
0.603693,0.282552,1.0,0.0,0.0
0.174468,0.417996,0.0,0.0,1.0
0.211642,0.395587,0.0,0.0,1.0
0.158966,0.515875,0.0,0.0,1.0
0.845794,0.773199,0.0,1.0,0.0
0.822361,0.689578,0.0,1.0,0.0
0.206221,0.430755,0.0,0.0,1.0
0.48924,0.126668,1.0,0.0,0.0
0.704631,0.638876,0.0,1.0,0.0
0.792079,0.828869,0.0,1.0,0.0
0.586332,0.309259,1.0,0.0,0.0
0.838889,0.680352,0.0,1.0,0.0
0.327352,0.466493,0.0,0.0,1.0
0.65609,0.328468,1.0,0.0,0.0
0.191182,0.473483,0.0,0.0,1.0
0.272214,0.351273,0.0,0.0,1.0
0.755965,0.378449,1.0,0.0,0.0
0.615332,0.417534,1.0,0.0,0.0
0.72542,0.623083,0.0,1.0,0.0
0.188814,0.219281,0.0,0.0,1.0
0.876461,0.630238,0.0,1.0,0.0
0.730229,0.572842,0.0,1.0,0.0
0.21329,0.325684,0.0,0.0,1.0
0.194175,0.260273,0.0,0.0,1.0
0.677757,0.240595,1.0,0.0,0.0
0.399015,0.314717,1.0,0.0,0.0
0.868485,0.828845,0.0,1.0,0.0
0.160645,0.358754,0.0,0.0,1.0
0.648944,0.25273,1.0,0.0,0.0
0.808861,0.708601,0.0,1.0,0.0
0.899147,0.665298,0.0,1.0,0.0
0.884799,0.628989,0.0,1.0,0.0
0.552219,0.226133,1.0,0.0,0.0
0.776152,0.675144,0.0,1.0,0.0
0.160712,0.310541,0.0,0.0,1.0
0.891194,0.597505,0.0,1.0,0.0
0.181875,0.390441,0.0,0.0,1.0
0.44039,0.341416,1.0,0.0,0.0
0.587533,0.141349,1.0,0.0,0.0
0.113585,0.60292,0.0,0.0,1.0
0.786168,0.710226,0.0,1.0,0.0
0.308008,0.544277,0.0,0.0,1.0
0.070848,0.351202,0.0,0.0,1.0
0.698464,0.895757,0.0,1.0,0.0
0.208262,0.185607,0.0,0.0,1.0
0.833288,0.706683,0.0,1.0,0.0
0.525312,0.374968,1.0,0.0,0.0
0.788534,0.66036,0.0,1.0,0.0
0.153494,0.417957,0.0,0.0,1.0
0.835304,0.551926,0.0,1.0,0.0
0.138378,0.299467,0.0,0.0,1.0
0.643677,0.170659,1.0,0.0,0.0
0.610351,0.406388,1.0,0.0,0.0
0.21166,0.522276,0.0,0.0,1.0
0.120019,0.285723,0.0,0.0,1.0
0.173688,0.414484,0.0,0.0,1.0
0.745042,0.484544,0.0,1.0,0.0
0.432955,0.17338,1.0,0.0,0.0
0.217814,0.44953,0.0,0.0,1.0
0.884739,0.656806,0.0,1.0,0.0
0.282538,0.37116,0.0,0.0,1.0
0.232856,0.356984,0.0,0.0,1.0
0.811237,0.439901,0.0,1.0,0.0
0.077394,0.449055,0.0,0.0,1.0
0.745989,0.094149,1.0,0.0,0.0
0.590412,0.397506,1.0,0.0,0.0
0.129302,0.488504,0.0,0.0,1.0
0.655021,0.276545,1.0,0.0,0.0
0.827285,0.656983,0.0,1.0,0.0
0.491966,0.329053,1.0,0.0,0.0
0.217285,0.37621,0.0,0.0,1.0
0.593634,0.283672,1.0,0.0,0.0
0.847993,0.567815,0.0,1.0,0.0
0.573203,0.374403,1.0,0.0,0.0
0.651166,0.356376,1.0,0.0,0.0
0.273879,0.447306,0.0,0.0,1.0
0.802217,0.830958,0.0,1.0,0.0
0.861914,0.713098,0.0,1.0,0.0
0.704781,0.693875,0.0,1.0,0.0
0.628685,0.299689,1.0,0.0,0.0
0.553184,0.316081,1.0,0.0,0.0
0.92589,0.717549,0.0,1.0,0.0
0.094313,0.435631,0.0,0.0,1.0
0.813278,0.713269,0.0,1.0,0.0
0.812145,0.74445,0.0,1.0,0.0
0.805227,0.748264,0.0,1.0,0.0
0.822476,0.611557,0.0,1.0,0.0
0.675796,0.322636,1.0,0.0,0.0
0.520311,0.375733,1.0,0.0,0.0
0.103027,0.354221,0.0,0.0,1.0
0.230583,0.481447,0.0,0.0,1.0
0.264114,0.367824,0.0,0.0,1.0
0.851972,0.601616,0.0,1.0,0.0
0.816323,0.550174,0.0,1.0,0.0
0.191318,0.602108,0.0,0.0,1.0
0.541162,0.220483,1.0,0.0,0.0
0.067847,0.391028,0.0,0.0,1.0
0.091388,0.322448,0.0,0.0,1.0
0.221755,0.407516,0.0,0.0,1.0
0.868177,0.645468,0.0,1.0,0.0
0.05692,0.242547,0.0,0.0,1.0
0.17249,0.410449,0.0,0.0,1.0
0.13665,0.474082,0.0,0.0,1.0
0.859237,0.618364,0.0,1.0,0.0
0.307513,0.18453,0.0,0.0,1.0
0.495302,0.269784,1.0,0.0,0.0
0.147649,0.401233,0.0,0.0,1.0
0.149987,0.458562,0.0,0.0,1.0
0.835655,0.70437,0.0,1.0,0.0
0.218898,0.265997,0.0,0.0,1.0
0.296774,0.341151,0.0,0.0,1.0
0.0689,0.381043,0.0,0.0,1.0
0.249365,0.356275,0.0,0.0,1.0
